-2.846755027770996094e+00,-2.846755027770996094e+00,6.786661376953125000e+02
-2.846755027770996094e+00,-2.700767590449406619e+00,6.539811401367187500e+02
-2.846755027770996094e+00,-2.554780153127817144e+00,6.304872436523437500e+02
-2.846755027770996094e+00,-2.408792715806227669e+00,6.081241455078125000e+02
-2.846755027770996094e+00,-2.262805278484638194e+00,5.868223266601562500e+02
-2.846755027770996094e+00,-2.116817841163048719e+00,5.665279541015625000e+02
-2.846755027770996094e+00,-1.970830403841458800e+00,5.471912841796875000e+02
-2.846755027770996094e+00,-1.824842966519869325e+00,5.287630615234375000e+02
-2.846755027770996094e+00,-1.678855529198279850e+00,5.112004089355468750e+02
-2.846755027770996094e+00,-1.532868091876690375e+00,4.944794616699218750e+02
-2.846755027770996094e+00,-1.386880654555100900e+00,4.785597534179687500e+02
-2.846755027770996094e+00,-1.240893217233511203e+00,4.634155273437500000e+02
-2.846755027770996094e+00,-1.094905779911921728e+00,4.490342407226562500e+02
-2.846755027770996094e+00,-9.489183425903322533e-01,4.353915405273437500e+02
-2.846755027770996094e+00,-8.029309052687425563e-01,4.224829711914062500e+02
-2.846755027770996094e+00,-6.569434679471530814e-01,4.103080139160156250e+02
-2.846755027770996094e+00,-5.109560306255636064e-01,3.988544921875000000e+02
-2.846755027770996094e+00,-3.649685933039741315e-01,3.881372070312500000e+02
-2.846755027770996094e+00,-2.189811559823846565e-01,3.781661987304687500e+02
-2.846755027770996094e+00,-7.299371866079518156e-02,3.689500732421875000e+02
-2.846755027770996094e+00,7.299371866079429338e-02,3.605106506347656250e+02
-2.846755027770996094e+00,2.189811559823842124e-01,3.528776550292968750e+02
-2.846755027770996094e+00,3.649685933039736874e-01,3.460761718750000000e+02
-2.846755027770996094e+00,5.109560306255631623e-01,3.401435241699218750e+02
-2.846755027770996094e+00,6.569434679471526373e-01,3.351170349121093750e+02
-2.846755027770996094e+00,8.029309052687421122e-01,3.310451965332031250e+02
-2.846755027770996094e+00,9.489183425903315872e-01,3.279707946777343750e+02
-2.846755027770996094e+00,1.094905779911921062e+00,3.259549560546875000e+02
-2.846755027770996094e+00,1.240893217233510981e+00,3.250537719726562500e+02
-2.846755027770996094e+00,1.386880654555100456e+00,3.253254699707031250e+02
-2.846755027770996094e+00,1.532868091876689931e+00,3.268457031250000000e+02
-2.846755027770996094e+00,1.678855529198279406e+00,3.296857299804687500e+02
-2.846755027770996094e+00,1.824842966519868881e+00,3.339163818359375000e+02
-2.846755027770996094e+00,1.970830403841458356e+00,3.396240234375000000e+02
-2.846755027770996094e+00,2.116817841163047831e+00,3.468883361816406250e+02
-2.846755027770996094e+00,2.262805278484637306e+00,3.558041687011718750e+02
-2.846755027770996094e+00,2.408792715806226781e+00,3.664628295898437500e+02
-2.846755027770996094e+00,2.554780153127816256e+00,3.789601440429687500e+02
-2.846755027770996094e+00,2.700767590449405731e+00,3.933936157226562500e+02
-2.846755027770996094e+00,2.846755027770996094e+00,4.098693847656250000e+02
-2.700767590449406619e+00,-2.846755027770996094e+00,6.185265502929687500e+02
-2.700767590449406619e+00,-2.700767590449406619e+00,5.946851806640625000e+02
-2.700767590449406619e+00,-2.554780153127817144e+00,5.720456542968750000e+02
-2.700767590449406619e+00,-2.408792715806227669e+00,5.505361938476562500e+02
-2.700767590449406619e+00,-2.262805278484638194e+00,5.300936889648437500e+02
-2.700767590449406619e+00,-2.116817841163048719e+00,5.106618957519531250e+02
-2.700767590449406619e+00,-1.970830403841458800e+00,4.921925964355468750e+02
-2.700767590449406619e+00,-1.824842966519869325e+00,4.746356811523437500e+02
-2.700767590449406619e+00,-1.678855529198279850e+00,4.579513854980468750e+02
-2.700767590449406619e+00,-1.532868091876690375e+00,4.421088867187500000e+02
-2.700767590449406619e+00,-1.386880654555100900e+00,4.270716857910156250e+02
-2.700767590449406619e+00,-1.240893217233511203e+00,4.128149719238281250e+02
-2.700767590449406619e+00,-1.094905779911921728e+00,3.993213806152343750e+02
