t, u_learned, v_learned
1.567935871743486942e+01, 8.760603413717307220e-01, 1.251015653338275024e+00
1.572745490981963989e+01, 8.757305783997455517e-01, 1.251597166047632825e+00
1.577555110220440859e+01, 8.754016746262527349e-01, 1.252177082758025639e+00
1.582364729458917907e+01, 8.750736284241863450e-01, 1.252755406215213085e+00
1.587174348697394777e+01, 8.747464381721986593e-01, 1.253332139171588144e+00
1.591983967935871647e+01, 8.744201022539702661e-01, 1.253907284386034160e+00
1.596793587174348694e+01, 8.740946184049585010e-01, 1.254480844452536159e+00
1.601603206412825742e+01, 8.737699866779919944e-01, 1.255052822558772485e+00
1.606412825651302612e+01, 8.734462044999408148e-01, 1.255623221226017883e+00
1.611222444889779482e+01, 8.731232703227376213e-01, 1.256192043246148415e+00
1.616032064128256351e+01, 8.728011825994921313e-01, 1.256759291416004176e+00
1.620841683366733577e+01, 8.724799397844913429e-01, 1.257324968537387955e+00
1.625651302605210446e+01, 8.721595403331987573e-01, 1.257889077417066792e+00
1.630460921843687316e+01, 8.718399827022554893e-01, 1.258451620866770204e+00
1.635270541082164186e+01, 8.715212653494790462e-01, 1.259012601703191958e+00
1.640080160320641411e+01, 8.712033867338643267e-01, 1.259572022747988740e+00
1.644889779559118281e+01, 8.708863453155831769e-01, 1.260129886827780821e+00
1.649699398797595151e+01, 8.705701395559842792e-01, 1.260686196774152279e+00
1.654509018036072021e+01, 8.702547679605797670e-01, 1.261240955426030652e+00
1.659318637274549246e+01, 8.699402290545086291e-01, 1.261794165628329800e+00
1.664128256513026116e+01, 8.696265213227585278e-01, 1.262345830228637222e+00
1.668937875751502986e+01, 8.693136432527218682e-01, 1.262895952079572170e+00
1.673747494989979856e+01, 8.690015933342467580e-01, 1.263444534038788092e+00
1.678557114228456726e+01, 8.686903700596370070e-01, 1.263991578968972629e+00
1.683366733466933951e+01, 8.683799719236513504e-01, 1.264537089737847619e+00
1.688176352705410821e+01, 8.680703974235043363e-01, 1.265081069218169096e+00
1.692985971943887691e+01, 8.677616450588658825e-01, 1.265623520287727732e+00
1.697795591182364561e+01, 8.674537133318612758e-01, 1.266164445829347951e+00
1.702605210420841786e+01, 8.671466007470713944e-01, 1.266703848730888371e+00
1.707414829659318656e+01, 8.668403058115325965e-01, 1.267241731885242473e+00
1.712224448897795526e+01, 8.665348270347362769e-01, 1.267778098190337266e+00
1.717034068136272396e+01, 8.662301629286298654e-01, 1.268312950549134177e+00
1.721843687374749621e+01, 8.659263120200622055e-01, 1.268846291859836439e+00
1.726653306613226491e+01, 8.656232728618408201e-01, 1.269378125007188052e+00
1.731462925851703361e+01, 8.653210439844976065e-01, 1.269908452900426310e+00
1.736272545090180230e+01, 8.650196239202639914e-01, 1.270437278454417784e+00
1.741082164328657456e+01, 8.647190112044620403e-01, 1.270964604588563196e+00
1.745891783567134325e+01, 8.644192043755047905e-01, 1.271490434226797639e+00
1.750701402805611195e+01, 8.641202019748963625e-01, 1.272014770297590358e+00
1.755511022044088065e+01, 8.638220025472311825e-01, 1.272537615733945193e+00
1.760320641282564935e+01, 8.635246046401950926e-01, 1.273058973473399913e+00
