t, u_learned, v_learned
1.779559118236472948e+00, 1.169496634826934001e+00, 1.053785535505319837e+00
1.827655310621242535e+00, 1.162399140733266556e+00, 1.055058630226811234e+00
1.875751503006011900e+00, 1.155580187203978593e+00, 1.056322686660106980e+00
1.923847695390781487e+00, 1.149025499829903207e+00, 1.057577743929117853e+00
1.971943887775551074e+00, 1.142721723552207136e+00, 1.058823841414079148e+00
2.020040080160320439e+00, 1.136656344000121388e+00, 1.060061018742813665e+00
2.068136272545090026e+00, 1.130817628140847297e+00, 1.061289315782079523e+00
2.116232464929859614e+00, 1.125194560442189795e+00, 1.062508772629020326e+00
2.164328657314629201e+00, 1.119776793054369390e+00, 1.063719429602703936e+00
2.212424849699398788e+00, 1.114554593366933855e+00, 1.064921327235761606e+00
2.260521042084168375e+00, 1.109518801873873750e+00, 1.066114506266119033e+00
2.308617234468937962e+00, 1.104660787685915357e+00, 1.067299007628827567e+00
2.356713426853707549e+00, 1.099972416704362077e+00, 1.068474872447986668e+00
2.404809619238477136e+00, 1.095446017110958792e+00, 1.069642142028764509e+00
2.452905811623246279e+00, 1.091074336660083244e+00, 1.070800857849531385e+00
2.501002004008015867e+00, 1.086850528374021518e+00, 1.071951061554061058e+00
2.549098196392785454e+00, 1.082768115370914552e+00, 1.073092794943856010e+00
2.597194388777555041e+00, 1.078820967256816088e+00, 1.074226099970559511e+00
2.645290581162324628e+00, 1.075003282777593938e+00, 1.075351018728462948e+00
2.693386773547094215e+00, 1.071309560800091321e+00, 1.076467593447122617e+00
2.741482965931863802e+00, 1.067734587506138144e+00, 1.077575866484062228e+00
2.789579158316633389e+00, 1.064273417044735881e+00, 1.078675880317581548e+00
2.837675350701402976e+00, 1.060921351722619921e+00, 1.079767677539661630e+00
2.885771543086172120e+00, 1.057673932048037724e+00, 1.080851300848966856e+00
2.933867735470941707e+00, 1.054526918226859955e+00, 1.081926793043946011e+00
2.981963927855711294e+00, 1.051476278680922416e+00, 1.082994197016032834e+00
3.030060120240480881e+00, 1.048518179007383644e+00, 1.084053555742942043e+00
3.078156312625250468e+00, 1.045648967412070585e+00, 1.085104912282063294e+00
3.126252505010020055e+00, 1.042865167284146688e+00, 1.086148309763956599e+00
3.174348697394789642e+00, 1.040163465161171974e+00, 1.087183791385938347e+00
3.222444889779559229e+00, 1.037540701669595888e+00, 1.088211400405768581e+00
3.270541082164328817e+00, 1.034993866054394696e+00, 1.089231180135441512e+00
3.318637274549097960e+00, 1.032520086780674529e+00, 1.090243173935063092e+00
3.366733466933867547e+00, 1.030116617707645954e+00, 1.091247425206809174e+00
3.414829659318637134e+00, 1.027780838878614489e+00, 1.092243977389021792e+00
3.462925851703406721e+00, 1.025510249023918963e+00, 1.093232873950375383e+00
3.511022044088176308e+00, 1.023302455388924059e+00, 1.094214158384116509e+00
3.559118236472945895e+00, 1.021155169866482693e+00, 1.095187874202432798e+00
3.607214428857715482e+00, 1.019066205790816859e+00, 1.096154064930919159e+00
3.655310621242485070e+00, 1.017033471045924786e+00, 1.097112774103109034e+00
3.703406813627254657e+00, 1.015054960754177005e+00, 1.098064045255086274e+00
3.751503006012023800e+00, 1.013128756943173503e+00, 1.099007921920259312e+00
3.799599198396793387e+00, 1.011253023351621261e+00, 1.099944447624175314e+00
3.847695390781562974e+00, 1.009425998902024890e+00, 1.100873665879392505e+00
3.895791583166332561e+00, 1.007645996030239299e+00, 1.101795620180520796e+00
3.943887775551102148e+00, 1.005911397683574515e+00, 1.102710353999328152e+00
3.991983967935871735e+00, 1.004220652739916453e+00, 1.103617910779895794e+00
4.040080160320640879e+00, 1.002572272262024722e+00, 1.104518333933877106e+00
4.088176352705410466e+00, 1.000964828377065130e+00, 1.105411666835910189e+00
4.136272545090180053e+00, 9.993969508341724595e-01, 1.106297952819050856e+00
4.184368737474949640e+00, 9.978673229200789585e-01, 1.107177235170258234e+00
4.232464929859719227e+00, 9.963746805213351543e-01, 1.108049557126076889e+00
4.280561122244488814e+00, 9.949178097117149511e-01, 1.108914961868347149e+00
4.328657314629258401e+00, 9.934955432003577114e-01, 1.109773492519931848e+00
4.376753507014027988e+00, 9.921067588746400601e-01, 1.110625192140630269e+00
4.424849699398797576e+00, 9.907503788295312086e-01, 1.111470103723201319e+00
4.472945891783567163e+00, 9.894253672683543943e-01, 1.112308270189401371e+00
4.521042084168336750e+00, 9.881307280894288114e-01, 1.113139734386072277e+00
4.569138276553106337e+00, 9.868655000844269720e-01, 1.113964539081152116e+00
4.617234468937875924e+00, 9.856287598042541287e-01, 1.114782726960261261e+00
4.665330661322645511e+00, 9.844196189889490300e-01, 1.115594340623013325e+00
4.713426853707415098e+00, 9.832372230641971411e-01, 1.116399422579466671e+00
4.761523046092184686e+00, 9.820807478438396965e-01, 1.117198015246455567e+00
4.809619238476954273e+00, 9.809493992232857229e-01, 1.117990160944303701e+00
4.857715430861722972e+00, 9.798424130888715444e-01, 1.118775901893630298e+00
4.905811623246492559e+00, 9.787590535977185313e-01, 1.119555280212060078e+00
4.953907815631262146e+00, 9.776986116754052825e-01, 1.120328337911006056e+00
5.002004008016031733e+00, 9.766604024083753721e-01, 1.121095116892361299e+00
5.050100200400801320e+00, 9.756437663246204650e-01, 1.121855658945813516e+00
5.098196392785570907e+00, 9.746480678429507716e-01, 1.122610005745823480e+00
5.146292585170340494e+00, 9.736726943275317847e-01, 1.123358198848755984e+00
5.194388777555110082e+00, 9.727170540178169400e-01, 1.124100279689846715e+00
5.242484969939879669e+00, 9.717805758682095396e-01, 1.124836289580609883e+00
5.290581162324649256e+00, 9.708627093221898763e-01, 1.125566269706296696e+00
5.338677354709418843e+00, 9.699629232319915140e-01, 1.126290261123249481e+00
5.386773547094188430e+00, 9.690807049016884056e-01, 1.127008304756311752e+00
5.434869739478958017e+00, 9.682155586380862822e-01, 1.127720441396151685e+00
5.482965931863727604e+00, 9.673670062467035757e-01, 1.128426711697219531e+00
5.531062124248497192e+00, 9.665345860784814169e-01, 1.129127156175331104e+00
5.579158316633266779e+00, 9.657178524228674510e-01, 1.129821815205415136e+00
5.627254509018036366e+00, 9.649163741793620463e-01, 1.130510729019042815e+00
5.675350701402805953e+00, 9.641297348408542911e-01, 1.131193937702495989e+00
5.723446893787574652e+00, 9.633575321358007759e-01, 1.131871481194766327e+00
5.771543086172344239e+00, 9.625993773929142350e-01, 1.132543399285502961e+00
5.819639278557113826e+00, 9.618548948476529636e-01, 1.133209731612961013e+00
5.867735470941883413e+00, 9.611237207066919419e-01, 1.133870517661874855e+00
5.915831663326653000e+00, 9.604055035824715647e-01, 1.134525796762080319e+00
5.963927855711422588e+00, 9.596999037698021873e-01, 1.135175608086595123e+00
6.012024048096192175e+00, 9.590065928268749484e-01, 1.135819990649905575e+00
6.060120240480961762e+00, 9.583252532008001978e-01, 1.136458983306323667e+00
6.108216432865731349e+00, 9.576555775553512451e-01, 1.137092624748184511e+00
6.156312625250500936e+00, 9.569972679789414682e-01, 1.137720953504002930e+00
6.204408817635270523e+00, 9.563500364542248944e-01, 1.138344007937576841e+00
6.252505010020040110e+00, 9.557136041095291024e-01, 1.138961826246275066e+00
6.300601202404809698e+00, 9.550877007911824368e-01, 1.139574446459604484e+00
6.348697394789579285e+00, 9.544720646406853470e-01, 1.140181906437832016e+00
6.396793587174348872e+00, 9.538664425157843407e-01, 1.140784243870883952e+00
6.444889779559118459e+00, 9.532705902610398851e-01, 1.141381496277247498e+00
6.492985971943888046e+00, 9.526842705778196807e-01, 1.141973701002269470e+00
6.541082164328657633e+00, 9.521072534836990675e-01, 1.142560895217201944e+00
6.589178356713427220e+00, 9.515393160042370235e-01, 1.143143115918081598e+00
6.637274549098195919e+00, 9.509802418460666651e-01, 1.143720399924650577e+00
6.685370741482965506e+00, 9.504298218254481068e-01, 1.144292783879545139e+00
6.733466933867735094e+00, 9.498878538109527536e-01, 1.144860304247381055e+00
6.781563126252504681e+00, 9.493541413085725411e-01, 1.145422997313474855e+00
6.829659318637274268e+00, 9.488284937840792965e-01, 1.145980899183127288e+00
6.877755511022043855e+00, 9.483107264357490962e-01, 1.146534045780781552e+00
6.925851703406813442e+00, 9.478006599676458421e-01, 1.147082472849222601e+00
6.973947895791583029e+00, 9.472981206545447730e-01, 1.147626215948899908e+00
7.022044088176352616e+00, 9.468029401139929080e-01, 1.148165310457204713e+00
7.070140280561122204e+00, 9.463149548110930676e-01, 1.148699791567708850e+00
7.118236472945891791e+00, 9.458340060372778524e-01, 1.149229694289578330e+00
7.166332665330661378e+00, 9.453599397312641983e-01, 1.149755053446976705e+00
7.214428857715430965e+00, 9.448926063044955637e-01, 1.150275903678508183e+00
7.262525050100200552e+00, 9.444318607195030246e-01, 1.150792279436726906e+00
7.310621242484970139e+00, 9.439775622447995618e-01, 1.151304214987642238e+00
7.358717434869739726e+00, 9.435295741359657207e-01, 1.151811744410250249e+00
7.406813627254509314e+00, 9.430877636079358917e-01, 1.152314901596135144e+00
7.454909819639278901e+00, 9.426520017042037125e-01, 1.152813720249091345e+00
7.503006012024047600e+00, 9.422221631700217204e-01, 1.153308233884779543e+00
7.551102204408817187e+00, 9.417981263020862581e-01, 1.153798475830446701e+00
7.599198396793586774e+00, 9.413797728442371282e-01, 1.154284479224629845e+00
7.647294589178356361e+00, 9.409669878823110345e-01, 1.154766277016896714e+00
7.695390781563125948e+00, 9.405596597195663433e-01, 1.155243901967641929e+00
7.743486973947895535e+00, 9.401576797640243122e-01, 1.155717386647901801e+00
7.791583166332665122e+00, 9.397609424130470845e-01, 1.156186763439176701e+00
7.839679358717434710e+00, 9.393693451063918065e-01, 1.156652064533467250e+00
7.887775551102204297e+00, 9.389827880621840483e-01, 1.157113321932924821e+00
7.935871743486973884e+00, 9.386011742194321217e-01, 1.157570567449969223e+00
7.983967935871743471e+00, 9.382244091535242303e-01, 1.158023832707189005e+00
8.032064128256513058e+00, 9.378524009881669121e-01, 1.158473149137331237e+00
8.080160320641281757e+00, 9.374850603162599993e-01, 1.158918547983321057e+00
8.128256513026052232e+00, 9.371223002396088519e-01, 1.159360060298370243e+00
8.176352705410820931e+00, 9.367640361478726252e-01, 1.159797716945964563e+00
8.224448897795591407e+00, 9.364101856372013533e-01, 1.160231548599951479e+00
8.272545090180360106e+00, 9.360606684650363274e-01, 1.160661585744670488e+00
8.320641282565130581e+00, 9.357154064747917888e-01, 1.161087858675093010e+00
8.368737474949899280e+00, 9.353743235222032881e-01, 1.161510397496982705e+00
8.416833667334669755e+00, 9.350373454033399367e-01, 1.161929232127082878e+00
8.464929859719438454e+00, 9.347043998915766094e-01, 1.162344392293353623e+00
8.513026052104208929e+00, 9.343754168302510488e-01, 1.162755907535244715e+00
8.561122244488977628e+00, 9.340503276876374050e-01, 1.163163807203863698e+00
8.609218436873748104e+00, 9.337290656566590297e-01, 1.163568120462298960e+00
8.657314629258516803e+00, 9.334115656103553205e-01, 1.163968876285931708e+00
8.705410821643287278e+00, 9.330977640493217651e-01, 1.164366103462770585e+00
8.753507014028055977e+00, 9.327875990513313509e-01, 1.164759830593809165e+00
8.801603206412824676e+00, 9.324810102238562104e-01, 1.165150086093390769e+00
8.849699398797595151e+00, 9.321779386889110786e-01, 1.165536898188781700e+00
8.897795591182363850e+00, 9.318783270127601881e-01, 1.165920294921317435e+00
8.945891783567134325e+00, 9.315821191551240110e-01, 1.166300304147103839e+00
8.993987975951903024e+00, 9.312892604418916420e-01, 1.166676953537168826e+00
9.042084168336673500e+00, 9.309996975288925558e-01, 1.167050270577937754e+00
9.090180360721442199e+00, 9.307133783679095718e-01, 1.167420282571731693e+00
9.138276553106212674e+00, 9.304302521749298061e-01, 1.167787016637289232e+00
9.186372745490981373e+00, 9.301502693341496819e-01, 1.168150499709823542e+00
9.234468937875751848e+00, 9.298733811717803110e-01, 1.168510758540135086e+00
9.282565130260520547e+00, 9.295995402862770041e-01, 1.168867819697798405e+00
9.330661322645291023e+00, 9.293287003970511773e-01, 1.169221709570833045e+00
9.378757515030059722e+00, 9.290608162966946804e-01, 1.169572454366139880e+00
9.426853707414830197e+00, 9.287958438242839287e-01, 1.169920080110098626e+00
9.474949899799598896e+00, 9.285337398404660547e-01, 1.170264612649180913e+00
9.523046092184369371e+00, 9.282744622036910309e-01, 1.170606077650582000e+00
9.571142284569138070e+00, 9.280179695724769529e-01, 1.170944500601376559e+00
9.619238476953908545e+00, 9.277642214790681185e-01, 1.171279906809983062e+00
9.667334669338677244e+00, 9.275131784432587567e-01, 1.171612321407975887e+00
9.715430861723445943e+00, 9.272648018555301741e-01, 1.171941769349940321e+00
9.763527054108216419e+00, 9.270190539557989773e-01, 1.172268275414145133e+00
9.811623246492985118e+00, 9.267758978135473003e-01, 1.172591864203230250e+00
9.859719438877755593e+00, 9.265352973093377020e-01, 1.172912560144911520e+00
9.907815631262524292e+00, 9.262972170862344701e-01, 1.173230387492418370e+00
9.955911823647294767e+00, 9.260616223625725008e-01, 1.173545370323692660e+00
1.000400801603206347e+01, 9.258284791718823792e-01, 1.173857532544420046e+00
1.005210420841683394e+01, 9.255977542809106229e-01, 1.174166897888178962e+00
1.010020040080160264e+01, 9.253694151480984509e-01, 1.174473489916956881e+00
1.014829659318637312e+01, 9.251434299072742728e-01, 1.174777332021895049e+00
1.019639278557114181e+01, 9.249197673523918972e-01, 1.175078447424047212e+00
1.024448897795591229e+01, 9.246983969233137923e-01, 1.175376859175150557e+00
1.029258517034068099e+01, 9.244792885112298464e-01, 1.175672590156280783e+00
1.034068136272545146e+01, 9.242624128681061757e-01, 1.175965663084156843e+00
1.038877755511022016e+01, 9.240477409797793751e-01, 1.176256100503543678e+00
1.043687374749499064e+01, 9.238352445977099370e-01, 1.176543924795364626e+00
1.048496993987975934e+01, 9.236248960169436417e-01, 1.176829158174766743e+00
1.053306613226452981e+01, 9.234166680666219262e-01, 1.177111822691961907e+00
1.058116232464929851e+01, 9.232105341004926968e-01, 1.177391940233069478e+00
1.062925851703406721e+01, 9.230064679748721801e-01, 1.177669532520779105e+00
1.067735470941883769e+01, 9.228044439200725479e-01, 1.177944621113502066e+00
1.072545090180360638e+01, 9.226044367024798243e-01, 1.178217227408647760e+00
1.077354709418837686e+01, 9.224064215874724360e-01, 1.178487372643075348e+00
1.082164328657314556e+01, 9.222103743026425215e-01, 1.178755077893545833e+00
1.086973947895791603e+01, 9.220162710273281936e-01, 1.179020364077551841e+00
1.091783567134268473e+01, 9.218240883821460230e-01, 1.179283251954143630e+00
1.096593186372745521e+01, 9.216338034185231898e-01, 1.179543762124758421e+00
1.101402805611222391e+01, 9.214453936082299679e-01, 1.179801915034046633e+00
1.106212424849699438e+01, 9.212588367665661693e-01, 1.180057730969705343e+00
1.111022044088176308e+01, 9.210741109895084211e-01, 1.180311230062518701e+00
1.115831663326653356e+01, 9.208911948435604122e-01, 1.180562432290193309e+00
1.120641282565130226e+01, 9.207100672601247204e-01, 1.180811357476756029e+00
1.125450901803607273e+01, 9.205307075202578959e-01, 1.181058025293311387e+00
1.130260521042084143e+01, 9.203530952430331036e-01, 1.181302455258851358e+00
1.135070140280561191e+01, 9.201772103739025432e-01, 1.181544666741065619e+00
1.139879759519038060e+01, 9.200030331730597588e-01, 1.181784678957152002e+00
1.144689378757514930e+01, 9.198305442097272078e-01, 1.182022510974678697e+00
1.149498997995991978e+01, 9.196597245493427497e-01, 1.182258181714185064e+00
1.154308617234468848e+01, 9.194905555292495203e-01, 1.182491709948076730e+00
1.159118236472945895e+01, 9.193230187045946522e-01, 1.182723114301055034e+00
1.163927855711422765e+01, 9.191570959122810081e-01, 1.182952413251606716e+00
1.168737474949899813e+01, 9.189927692609992649e-01, 1.183179625132829260e+00
1.173547094188376683e+01, 9.188300211212601099e-01, 1.183404768133256235e+00
1.178356713426853730e+01, 9.186688341154261028e-01, 1.183627860297681744e+00
1.183166332665330600e+01, 9.185091911077439830e-01, 1.183848919527987098e+00
1.187975951903807648e+01, 9.183510752711567804e-01, 1.184067963584588101e+00
1.192785571142284518e+01, 9.181944702970307182e-01, 1.184285010089042744e+00
1.197595190380761565e+01, 9.180393599343044109e-01, 1.184500076521219025e+00
1.202404809619238435e+01, 9.178857281420982339e-01, 1.184713180221437456e+00
1.207214428857715482e+01, 9.177335591077468990e-01, 1.184924338391525334e+00
1.212024048096192352e+01, 9.175828372391643395e-01, 1.185133568095659173e+00
1.216833667334669400e+01, 9.174335471572081513e-01, 1.185340886261210702e+00
1.221643286573146270e+01, 9.172856736880450335e-01, 1.185546309679589072e+00
1.226452905811623317e+01, 9.171392018556008274e-01, 1.185749855007086850e+00
1.231262525050100187e+01, 9.169941170298436806e-01, 1.185951538766429447e+00
1.236072144288577057e+01, 9.168504048346838298e-01, 1.186151377347236746e+00
1.240881763527054105e+01, 9.167080509852476577e-01, 1.186349387006165212e+00
1.245691382765530975e+01, 9.165670413880417922e-01, 1.186545583868240827e+00
1.250501002004008022e+01, 9.164273621349444676e-01, 1.186739983927709297e+00
1.255310621242484892e+01, 9.162889994971956664e-01, 1.186932603048888257e+00
1.260120240480961940e+01, 9.161519399193887025e-01, 1.187123456967018820e+00
1.264929859719438809e+01, 9.160161700134605844e-01, 1.187312561289117330e+00
1.269739478957915857e+01, 9.158816765750301681e-01, 1.187499931494786720e+00
1.274549098196392727e+01, 9.157484467450467402e-01, 1.187685582936775841e+00
1.279358717434869774e+01, 9.156164677472029556e-01, 1.187869530842279309e+00
1.284168336673346644e+01, 9.154857269357492555e-01, 1.188051790313694678e+00
1.288977955911823692e+01, 9.153562118237824619e-01, 1.188232376329414475e+00
1.293787575150300562e+01, 9.152279100786444577e-01, 1.188411303744674852e+00
1.298597194388777609e+01, 9.151008095173185364e-01, 1.188588587292404464e+00
1.303406813627254479e+01, 9.149748981018269722e-01, 1.188764241584074233e+00
1.308216432865731527e+01, 9.148501639346285907e-01, 1.188938281110545780e+00
1.313026052104208397e+01, 9.147265953474643663e-01, 1.189110720241874253e+00
1.317835671342685444e+01, 9.146041809233840247e-01, 1.189281573227860322e+00
1.322645290581162314e+01, 9.144829092523129033e-01, 1.189450854201582697e+00
1.327454909819639184e+01, 9.143627690550556464e-01, 1.189618577178807923e+00
1.332264529058116231e+01, 9.142437491822357210e-01, 1.189784756058799964e+00
1.337074148296593101e+01, 9.141258386103018330e-01, 1.189949404625162632e+00
1.341883767535070149e+01, 9.140090264375355655e-01, 1.190112536546680699e+00
1.346693386773547019e+01, 9.138933018800590169e-01, 1.190274165378163884e+00
1.351503006012024066e+01, 9.137786542678421053e-01, 1.190434304561287071e+00
1.356312625250500936e+01, 9.136650730407095411e-01, 1.190592967425434523e+00
1.361122244488977984e+01, 9.135525477443487974e-01, 1.190750167188540320e+00
1.365931863727454854e+01, 9.134410680352167411e-01, 1.190905916957766042e+00
1.370741482965931901e+01, 9.133306240096723538e-01, 1.191060229724145270e+00
1.375551102204408771e+01, 9.132212058100880325e-01, 1.191213118370678892e+00
1.380360721442885819e+01, 9.131128035504765261e-01, 1.191364595674487825e+00
1.385170340681362688e+01, 9.130054074541166242e-01, 1.191514674305019339e+00
1.389979959919839736e+01, 9.128990078507475125e-01, 1.191663366824868620e+00
1.394789579158316606e+01, 9.127935951737651266e-01, 1.191810685690597005e+00
1.399599198396793653e+01, 9.126891599574170622e-01, 1.191956643253553993e+00
1.404408817635270523e+01, 9.125856928339981522e-01, 1.192101251760695924e+00
1.409218436873747393e+01, 9.124831845310458212e-01, 1.192244523355406871e+00
1.414028056112224441e+01, 9.123816258685355507e-01, 1.192386470078318217e+00
1.418837675350701311e+01, 9.122810077560762343e-01, 1.192527103868129768e+00
1.423647294589178358e+01, 9.121813212337349652e-01, 1.192666436560517962e+00
1.428456913827655228e+01, 9.120825576412411317e-01, 1.192804479881424795e+00
1.433266533066132276e+01, 9.119847082697112306e-01, 1.192941245463005950e+00
1.438076152304609145e+01, 9.118877644742444666e-01, 1.193076744839396852e+00
1.442885771543086193e+01, 9.117917176997327733e-01, 1.193210989446280346e+00
1.447695390781563063e+01, 9.116965594787651561e-01, 1.193343990621675621e+00
1.452505010020040110e+01, 9.116022814295310361e-01, 1.193475759606726916e+00
1.457314629258516980e+01, 9.115088752537244821e-01, 1.193606307546493772e+00
1.462124248496994028e+01, 9.114163327344483312e-01, 1.193735645490738406e+00
1.466933867735470898e+01, 9.113246457341174223e-01, 1.193863784394716188e+00
1.471743486973947945e+01, 9.112338061923632715e-01, 1.193990735119964341e+00
1.476553106212424815e+01, 9.111438061239375275e-01, 1.194116508435090873e+00
1.481362725450901863e+01, 9.110546377033404974e-01, 1.194241115010042931e+00
1.486172344689378733e+01, 9.109662932600418594e-01, 1.194364565417097790e+00
1.490981963927855780e+01, 9.108787650979642825e-01, 1.194486870145066826e+00
1.495791583166332650e+01, 9.107920455963610662e-01, 1.194608039592342630e+00
1.500601202404809520e+01, 9.107061272093538440e-01, 1.194728084067565366e+00
1.505410821643286567e+01, 9.106210024643396350e-01, 1.194847013790373058e+00
1.510220440881763437e+01, 9.105366639603961199e-01, 1.194964838892153658e+00
1.515030060120240485e+01, 9.104531043666885815e-01, 1.195081569416796663e+00
1.519839679358717355e+01, 9.103703164208754028e-01, 1.195197215321443629e+00
1.524649298597194402e+01, 9.102882929275144530e-01, 1.195311786477240457e+00
1.529458917835671272e+01, 9.102070267564690287e-01, 1.195425292670087458e+00
1.534268537074148320e+01, 9.101265108465995679e-01, 1.195537743600890712e+00
1.539078156312625190e+01, 9.100467383314184699e-01, 1.195649148874248890e+00
1.543887775551102237e+01, 9.099677023746037818e-01, 1.195759518014646972e+00
1.548697394789579107e+01, 9.098893961606789871e-01, 1.195868860467942385e+00
1.553507014028056155e+01, 9.098118129402446019e-01, 1.195977185597674630e+00
1.558316633266533024e+01, 9.097349460288268741e-01, 1.196084502685776485e+00
1.563126252505010072e+01, 9.096587888057273696e-01, 1.196190820933281440e+00
1.567935871743486942e+01, 9.095833347128728930e-01, 1.196296149461034686e+00
1.572745490981963989e+01, 9.095085772536642965e-01, 1.196400497310401656e+00
1.577555110220440859e+01, 9.094345099918258457e-01, 1.196503873443976795e+00
1.582364729458917907e+01, 9.093611265502552499e-01, 1.196606286746293879e+00
1.587174348697394777e+01, 9.092884206098724720e-01, 1.196707746024535002e+00
1.591983967935871647e+01, 9.092163859254698277e-01, 1.196808260005967517e+00
1.596793587174348694e+01, 9.091450163754509761e-01, 1.196907837328860857e+00
1.601603206412825742e+01, 9.090743058483806704e-01, 1.197006486564807126e+00
1.606412825651302612e+01, 9.090042482833912141e-01, 1.197104216211431815e+00
1.611222444889779482e+01, 9.089348376765089554e-01, 1.197201034691666166e+00
1.616032064128256351e+01, 9.088660680797334690e-01, 1.197296950354410638e+00
1.620841683366733577e+01, 9.087979336001180686e-01, 1.197391971475200378e+00
1.625651302605210446e+01, 9.087304283988492104e-01, 1.197486106256870020e+00
1.630460921843687316e+01, 9.086635466903264513e-01, 1.197579362830218930e+00
1.635270541082164186e+01, 9.085972827412421848e-01, 1.197671749254676010e+00
1.640080160320641411e+01, 9.085316308696619325e-01, 1.197763273518964722e+00
1.644889779559118281e+01, 9.084665854441034138e-01, 1.197853943541767441e+00
1.649699398797595151e+01, 9.084021409182654327e-01, 1.197943767163631490e+00
1.654509018036072021e+01, 9.083382918192248745e-01, 1.198032752150307356e+00
1.659318637274549246e+01, 9.082750326892412573e-01, 1.198120906207488900e+00
1.664128256513026116e+01, 9.082123581208040308e-01, 1.198208236972639229e+00
1.668937875751502986e+01, 9.081502627560165131e-01, 1.198294752015580888e+00
1.673747494989979856e+01, 9.080887412858604790e-01, 1.198380458839116036e+00
1.678557114228456726e+01, 9.080277884494595275e-01, 1.198465364879646167e+00
1.683366733466933951e+01, 9.079673990333442246e-01, 1.198549477507790728e+00
1.688176352705410821e+01, 9.079075678707152486e-01, 1.198632804029007737e+00
1.692985971943887691e+01, 9.078482898407079782e-01, 1.198715351684213948e+00
1.697795591182364561e+01, 9.077895598676565259e-01, 1.198797127650402805e+00
1.702605210420841786e+01, 9.077313729230441774e-01, 1.198878139040480573e+00
1.707414829659318656e+01, 9.076737240694860986e-01, 1.198958392890810076e+00
1.712224448897795526e+01, 9.076166083980634625e-01, 1.199037896179938167e+00
1.717034068136272396e+01, 9.075600210308408800e-01, 1.199116655828262878e+00
1.721843687374749621e+01, 9.075039571344526435e-01, 1.199194678694467386e+00
1.726653306613226491e+01, 9.074484119195199705e-01, 1.199271971576092888e+00
1.731462925851703361e+01, 9.073933806400703572e-01, 1.199348541210115027e+00
1.736272545090180230e+01, 9.073388585929552663e-01, 1.199424394273516992e+00
1.741082164328657456e+01, 9.072848411172691474e-01, 1.199499537383864611e+00
1.745891783567134325e+01, 9.072313235937672360e-01, 1.199573977099881006e+00
1.750701402805611195e+01, 9.071783014442843518e-01, 1.199647719922021238e+00
1.755511022044088065e+01, 9.071257701311530308e-01, 1.199720772293046078e+00
1.760320641282564935e+01, 9.070737245015781935e-01, 1.199793141309186462e+00
