t
0.000000000000000000e+00
4.809619486331939697e-02
9.619238972663879395e-02
1.442885845899581909e-01
1.923847794532775879e-01
2.404809743165969849e-01
2.885771691799163818e-01
3.366733789443969727e-01
3.847695589065551758e-01
4.328657388687133789e-01
4.809619486331939697e-01
5.290581583976745605e-01
5.771543383598327637e-01
6.252505183219909668e-01
6.733467578887939453e-01
7.214429378509521484e-01
7.695391178131103516e-01
8.176352977752685547e-01
8.657314777374267578e-01
9.138277173042297363e-01
9.619238972663879395e-01
1.010020136833190918e+00
1.058116316795349121e+00
1.106212496757507324e+00
1.154308676719665527e+00
1.202404856681823730e+00
1.250501036643981934e+00
1.298597216606140137e+00
1.346693515777587891e+00
1.394789695739746094e+00
1.442885875701904297e+00
1.490982055664062500e+00
1.539078235626220703e+00
1.587174415588378906e+00
1.635270595550537109e+00
1.683366775512695312e+00
1.731462955474853516e+00
1.779559254646301270e+00
1.827655434608459473e+00
1.875751614570617676e+00
1.923847794532775879e+00
1.971943974494934082e+00
2.020040273666381836e+00
2.068136453628540039e+00
2.116232633590698242e+00
2.164328813552856445e+00
2.212424993515014648e+00
2.260521173477172852e+00
2.308617353439331055e+00
2.356713533401489258e+00
2.404809713363647461e+00
2.452905893325805664e+00
2.501002073287963867e+00
2.549098253250122070e+00
2.597194433212280273e+00
2.645290613174438477e+00
2.693387031555175781e+00
2.741483211517333984e+00
2.789579391479492188e+00
2.837675571441650391e+00
2.885771751403808594e+00
2.933867931365966797e+00
2.981964111328125000e+00
3.030060291290283203e+00
3.078156471252441406e+00
3.126252651214599609e+00
3.174348831176757812e+00
3.222445011138916016e+00
3.270541191101074219e+00
3.318637371063232422e+00
3.366733551025390625e+00
3.414829730987548828e+00
3.462925910949707031e+00
3.511022329330444336e+00
3.559118509292602539e+00
3.607214689254760742e+00
3.655310869216918945e+00
3.703407049179077148e+00
3.751503229141235352e+00
3.799599409103393555e+00
3.847695589065551758e+00
3.895791769027709961e+00
3.943887948989868164e+00
3.991984128952026367e+00
4.040080547332763672e+00
4.088176727294921875e+00
4.136272907257080078e+00
4.184369087219238281e+00
4.232465267181396484e+00
4.280561447143554688e+00
4.328657627105712891e+00
4.376753807067871094e+00
4.424849987030029297e+00
4.472946166992187500e+00
4.521042346954345703e+00
4.569138526916503906e+00
4.617234706878662109e+00
4.665330886840820312e+00
4.713427066802978516e+00
4.761523246765136719e+00
4.809619426727294922e+00
4.857715606689453125e+00
4.905811786651611328e+00
4.953907966613769531e+00
5.002004146575927734e+00
5.050100326538085938e+00
5.098196506500244141e+00
5.146292686462402344e+00
5.194388866424560547e+00
5.242485046386718750e+00
5.290581226348876953e+00
5.338677406311035156e+00
5.386774063110351562e+00
5.434870243072509766e+00
5.482966423034667969e+00
5.531062602996826172e+00
5.579158782958984375e+00
5.627254962921142578e+00
5.675351142883300781e+00
5.723447322845458984e+00
5.771543502807617188e+00
5.819639682769775391e+00
5.867735862731933594e+00
5.915832042694091797e+00
5.963928222656250000e+00
6.012024402618408203e+00
6.060120582580566406e+00
6.108216762542724609e+00
6.156312942504882812e+00
6.204409122467041016e+00
6.252505302429199219e+00
6.300601482391357422e+00
6.348697662353515625e+00
6.396793842315673828e+00
6.444890022277832031e+00
6.492986202239990234e+00
6.541082382202148438e+00
6.589178562164306641e+00
6.637274742126464844e+00
6.685370922088623047e+00
6.733467102050781250e+00
6.781563282012939453e+00
6.829659461975097656e+00
6.877755641937255859e+00
6.925851821899414062e+00
6.973948478698730469e+00
7.022044658660888672e+00
7.070140838623046875e+00
7.118237018585205078e+00
7.166333198547363281e+00
7.214429378509521484e+00
7.262525558471679688e+00
7.310621738433837891e+00
7.358717918395996094e+00
7.406814098358154297e+00
7.454910278320312500e+00
7.503006458282470703e+00
7.551102638244628906e+00
7.599198818206787109e+00
7.647294998168945312e+00
7.695391178131103516e+00
7.743487358093261719e+00
7.791583538055419922e+00
7.839679718017578125e+00
7.887775897979736328e+00
7.935872077941894531e+00
7.983968257904052734e+00
8.032064437866210938e+00
8.080161094665527344e+00
8.128256797790527344e+00
8.176353454589843750e+00
8.224449157714843750e+00
8.272545814514160156e+00
8.320641517639160156e+00
8.368738174438476562e+00
8.416833877563476562e+00
8.464930534362792969e+00
