t
8.513026237487792969e+00
8.561122894287109375e+00
8.609218597412109375e+00
8.657315254211425781e+00
8.705410957336425781e+00
8.753507614135742188e+00
8.801603317260742188e+00
8.849699974060058594e+00
8.897795677185058594e+00
8.945892333984375000e+00
8.993988037109375000e+00
9.042084693908691406e+00
9.090180397033691406e+00
9.138277053833007812e+00
9.186372756958007812e+00
9.234469413757324219e+00
9.282566070556640625e+00
9.330661773681640625e+00
9.378758430480957031e+00
9.426854133605957031e+00
9.474950790405273438e+00
9.523046493530273438e+00
9.571143150329589844e+00
9.619238853454589844e+00
9.667335510253906250e+00
9.715431213378906250e+00
9.763527870178222656e+00
9.811623573303222656e+00
9.859720230102539062e+00
9.907815933227539062e+00
9.955912590026855469e+00
1.000400829315185547e+01
1.005210494995117188e+01
1.010020065307617188e+01
1.014829730987548828e+01
1.019639301300048828e+01
1.024448966979980469e+01
1.029258537292480469e+01
1.034068202972412109e+01
1.038877773284912109e+01
1.043687438964843750e+01
1.048497009277343750e+01
1.053306674957275391e+01
1.058116245269775391e+01
1.062925910949707031e+01
1.067735481262207031e+01
1.072545146942138672e+01
1.077354812622070312e+01
1.082164382934570312e+01
1.086974048614501953e+01
1.091783618927001953e+01
1.096593284606933594e+01
1.101402854919433594e+01
1.106212520599365234e+01
1.111022090911865234e+01
1.115831756591796875e+01
1.120641326904296875e+01
1.125450992584228516e+01
1.130260562896728516e+01
1.135070228576660156e+01
1.139879798889160156e+01
1.144689464569091797e+01
1.149499034881591797e+01
1.154308700561523438e+01
1.159118270874023438e+01
1.163927936553955078e+01
1.168737506866455078e+01
1.173547172546386719e+01
1.178356742858886719e+01
1.183166408538818359e+01
1.187975978851318359e+01
1.192785644531250000e+01
1.197595214843750000e+01
1.202404880523681641e+01
1.207214450836181641e+01
1.212024116516113281e+01
1.216833686828613281e+01
1.221643352508544922e+01
1.226452922821044922e+01
1.231262588500976562e+01
1.236072254180908203e+01
1.240881824493408203e+01
1.245691490173339844e+01
1.250501060485839844e+01
1.255310726165771484e+01
1.260120296478271484e+01
1.264929962158203125e+01
1.269739532470703125e+01
1.274549198150634766e+01
1.279358768463134766e+01
1.284168434143066406e+01
1.288978004455566406e+01
1.293787670135498047e+01
1.298597240447998047e+01
1.303406906127929688e+01
1.308216476440429688e+01
1.313026142120361328e+01
1.317835712432861328e+01
1.322645378112792969e+01
1.327454948425292969e+01
1.332264614105224609e+01
1.337074184417724609e+01
1.341883850097656250e+01
1.346693420410156250e+01
1.351503086090087891e+01
1.356312656402587891e+01
1.361122322082519531e+01
1.365931892395019531e+01
1.370741558074951172e+01
1.375551128387451172e+01
1.380360794067382812e+01
1.385170364379882812e+01
1.389980030059814453e+01
1.394789695739746094e+01
1.399599266052246094e+01
1.404408931732177734e+01
1.409218502044677734e+01
1.414028167724609375e+01
1.418837738037109375e+01
1.423647403717041016e+01
1.428456974029541016e+01
1.433266639709472656e+01
1.438076210021972656e+01
1.442885875701904297e+01
1.447695446014404297e+01
1.452505111694335938e+01
1.457314682006835938e+01
1.462124347686767578e+01
1.466933917999267578e+01
1.471743583679199219e+01
1.476553153991699219e+01
1.481362819671630859e+01
1.486172389984130859e+01
1.490982055664062500e+01
1.495791625976562500e+01
1.500601291656494141e+01
1.505410861968994141e+01
1.510220527648925781e+01
1.515030097961425781e+01
1.519839763641357422e+01
1.524649333953857422e+01
1.529458999633789062e+01
1.534268569946289062e+01
1.539078235626220703e+01
1.543887901306152344e+01
1.548697471618652344e+01
1.553507137298583984e+01
1.558316707611083984e+01
1.563126373291015625e+01
1.567935943603515625e+01
1.572745609283447266e+01
1.577555179595947266e+01
1.582364845275878906e+01
1.587174415588378906e+01
1.591984081268310547e+01
1.596793651580810547e+01
1.601603317260742188e+01
1.606412887573242188e+01
1.611222457885742188e+01
1.616032218933105469e+01
1.620841789245605469e+01
1.625651359558105469e+01
1.630460929870605469e+01
1.635270690917968750e+01
1.640080261230468750e+01
1.644889831542968750e+01
1.649699401855468750e+01
1.654509162902832031e+01
1.659318733215332031e+01
1.664128303527832031e+01
1.668937873840332031e+01
1.673747634887695312e+01
1.678557205200195312e+01
1.683366775512695312e+01
1.688176345825195312e+01
1.692986106872558594e+01
1.697795677185058594e+01
1.702605247497558594e+01
1.707415008544921875e+01
1.712224578857421875e+01
1.717034149169921875e+01
1.721843719482421875e+01
1.726653480529785156e+01
1.731463050842285156e+01
1.736272621154785156e+01
1.741082191467285156e+01
1.745891952514648438e+01
1.750701522827148438e+01
1.755511093139648438e+01
1.760320663452148438e+01
1.765130424499511719e+01
1.769939994812011719e+01
1.774749565124511719e+01
1.779559135437011719e+01
1.784368896484375000e+01
1.789178466796875000e+01
1.793988037109375000e+01
1.798797607421875000e+01
1.803607368469238281e+01
1.808416938781738281e+01
1.813226509094238281e+01
1.818036079406738281e+01
1.822845840454101562e+01
1.827655410766601562e+01
1.832464981079101562e+01
1.837274551391601562e+01
1.842084312438964844e+01
1.846893882751464844e+01
1.851703453063964844e+01
1.856513214111328125e+01
1.861322784423828125e+01
1.866132354736328125e+01
1.870941925048828125e+01
1.875751686096191406e+01
1.880561256408691406e+01
1.885370826721191406e+01
1.890180397033691406e+01
1.894990158081054688e+01
1.899799728393554688e+01
1.904609298706054688e+01
1.909418869018554688e+01
1.914228630065917969e+01
1.919038200378417969e+01
1.923847770690917969e+01
1.928657341003417969e+01
1.933467102050781250e+01
1.938276672363281250e+01
1.943086242675781250e+01
1.947895812988281250e+01
1.952705574035644531e+01
1.957515144348144531e+01
1.962324714660644531e+01
1.967134284973144531e+01
1.971944046020507812e+01
1.976753616333007812e+01
1.981563186645507812e+01
1.986372756958007812e+01
1.991182518005371094e+01
1.995992088317871094e+01
2.000801658630371094e+01
2.005611419677734375e+01
2.010420989990234375e+01
2.015230560302734375e+01
2.020040130615234375e+01
2.024849891662597656e+01
2.029659461975097656e+01
2.034469032287597656e+01
2.039278602600097656e+01
2.044088363647460938e+01
2.048897933959960938e+01
2.053707504272460938e+01
2.058517074584960938e+01
2.063326835632324219e+01
2.068136405944824219e+01
2.072945976257324219e+01
2.077755546569824219e+01
2.082565307617187500e+01
2.087374877929687500e+01
2.092184448242187500e+01
2.096994018554687500e+01
2.101803779602050781e+01
2.106613349914550781e+01
2.111422920227050781e+01
2.116232490539550781e+01
2.121042251586914062e+01
2.125851821899414062e+01
2.130661392211914062e+01
2.135470962524414062e+01
2.140280723571777344e+01
2.145090293884277344e+01
2.149899864196777344e+01
2.154709625244140625e+01
2.159519195556640625e+01
2.164328765869140625e+01
2.169138336181640625e+01
2.173948097229003906e+01
2.178757667541503906e+01
2.183567237854003906e+01
2.188376808166503906e+01
2.193186569213867188e+01
2.197996139526367188e+01
2.202805709838867188e+01
2.207615280151367188e+01
2.212425041198730469e+01
2.217234611511230469e+01
2.222044181823730469e+01
2.226853752136230469e+01
2.231663513183593750e+01
2.236473083496093750e+01
2.241282653808593750e+01
2.246092224121093750e+01
2.250901985168457031e+01
2.255711555480957031e+01
2.260521125793457031e+01
2.265330696105957031e+01
2.270140457153320312e+01
2.274950027465820312e+01
2.279759597778320312e+01
2.284569168090820312e+01
2.289378929138183594e+01
2.294188499450683594e+01
2.298998069763183594e+01
2.303807640075683594e+01
2.308617401123046875e+01
2.313426971435546875e+01
2.318236541748046875e+01
2.323046302795410156e+01
2.327855873107910156e+01
2.332665443420410156e+01
2.337475013732910156e+01
2.342284774780273438e+01
2.347094345092773438e+01
2.351903915405273438e+01
2.356713485717773438e+01
2.361523246765136719e+01
2.366332817077636719e+01
2.371142387390136719e+01
2.375951957702636719e+01
2.380761718750000000e+01
2.385571289062500000e+01
2.390380859375000000e+01
2.395190429687500000e+01
2.400000000000000000e+01
